226:3,3,4,1,4,3,4,9,1,6,4,6,2,8,7,4,2,7,7,1,9,9,3,9,4,6,8,5,3,1
227:3,5,5,6,4,7,9,7,7,1,2,1,3,6,6,3,4,2,4,4,8,4,6,1,5,8,6,4,3,7
228:9,2,4,7,7,9,5,8,5,2,8,4,7,1,2,8,4,3,4,8,8,8,3,3,7,1,4,5,9,8
229:5,4,6,9,3,4,4,5,6,4,9,4,1,1,4,5,3,4,7,2,8,6,9,3,9,6,5,6,9,7
230:3,9,2,1,5,7,4,5,9,4,6,5,7,6,3,8,7,6,9,9,3,3,7,2,3,4,5,6,7,9
231:3,5,4,3,3,1,5,2,4,9,6,1,4,4,4,9,7,2,3,7,4,6,9,1,2,8,7,3,3,9
232:9,4,5,9,1,5,9,3,7,3,1,3,8,7,4,8,8,7,9,3,4,4,6,2,6,5,9,1,6,8
233:4,8,5,4,5,5,6,9,5,1,2,3,6,9,4,1,8,1,6,1,7,2,7,9,3,9,7,8,6,5
234:2,5,7,4,3,9,1,6,9,6,5,8,7,1,9,2,2,9,4,7,1,7,1,6,8,1,6,5,4,9
235:6,8,2,9,2,6,6,2,4,3,3,7,9,5,4,4,3,5,9,4,1,2,6,5,7,9,8,5,5,7
236:2,5,6,3,9,2,2,1,3,1,2,8,8,9,8,2,1,7,7,1,2,2,6,8,3,1,3,8,6,2
237:4,9,4,2,1,1,3,8,7,5,1,5,3,6,6,5,2,7,3,2,3,8,1,6,1,1,4,4,1,6
238:8,6,8,8,5,2,2,6,7,3,4,9,1,6,1,6,9,2,8,1,5,3,7,1,3,4,2,8,7,1
239:5,3,6,6,8,7,1,3,8,3,4,5,7,5,1,3,6,9,6,1,4,4,6,9,8,5,2,2,2,2
240:7,4,9,7,4,7,9,7,8,3,8,2,6,8,6,4,4,2,2,6,2,5,9,2,4,2,9,7,7,8
241:6,1,4,5,9,3,3,8,9,1,8,6,5,1,9,4,2,9,9,9,5,3,7,7,8,7,5,8,8,4
242:4,1,9,5,6,4,2,1,7,7,8,8,3,2,9,1,6,7,8,4,6,8,5,4,4,5,9,8,7,7
243:7,8,5,8,9,2,9,7,9,2,2,4,8,1,1,2,9,8,8,6,8,2,6,3,5,7,2,6,8,7
244:8,1,1,6,7,2,6,5,8,3,1,8,1,9,5,3,8,1,5,6,7,9,9,4,7,4,6,5,1,2
245:7,4,8,1,1,6,5,4,8,6,9,9,8,1,2,3,9,9,8,5,4,8,3,2,2,5,4,6,3,3
246:7,2,2,8,4,3,3,9,9,9,2,9,1,6,9,4,3,7,4,2,5,7,3,2,5,8,5,9,3,8
247:9,6,1,2,4,3,9,2,5,2,1,1,6,2,4,8,5,2,7,8,4,3,2,2,9,6,3,8,6,8
248:3,1,5,6,6,7,5,8,1,4,5,1,3,5,3,5,8,4,5,2,6,4,5,5,5,3,9,6,9,2
249:8,9,5,3,1,3,7,7,6,5,4,4,6,3,4,6,4,2,8,5,6,7,6,6,7,7,6,4,3,5
250:4,3,1,9,2,7,8,4,1,2,3,5,6,5,2,5,5,6,2,5,6,7,1,5,3,4,5,2,7,5
251:7,6,4,8,3,5,9,8,1,3,9,2,8,4,4,3,1,1,9,2,1,7,8,8,7,5,6,2,1,6
252:6,6,3,3,3,2,9,1,5,1,5,1,2,7,4,1,8,1,2,3,5,8,4,8,3,2,6,8,3,4
253:6,5,8,7,2,1,3,1,9,5,7,3,5,5,4,6,8,8,4,4,1,9,5,5,1,2,1,9,6,2
254:7,5,3,1,6,9,4,8,2,6,7,2,5,9,1,8,8,3,6,6,9,7,7,5,7,5,1,3,7,1
255:4,3,5,6,6,7,9,5,6,3,1,6,7,7,8,5,7,2,2,1,3,8,4,8,9,8,4,3,7,4
256:2,3,5,9,2,8,1,1,9,6,7,3,6,1,8,6,3,1,9,1,4,3,8,3,9,6,6,8,4,6
257:6,4,5,2,8,1,1,2,4,2,9,3,3,9,2,8,8,5,1,8,3,7,5,8,2,8,3,8,1,3
258:3,9,9,7,1,2,1,4,5,4,6,7,3,4,5,2,5,5,4,7,2,6,6,4,6,5,9,1,5,9
259:3,1,9,3,8,4,8,4,6,8,2,4,3,9,1,3,5,9,3,1,8,5,9,5,1,8,7,3,2,6
260:9,5,5,1,7,8,3,4,6,1,8,6,4,7,9,3,2,1,1,4,9,5,8,9,1,9,5,4,5,4
261:2,1,8,5,4,1,4,1,9,6,4,7,3,6,7,6,3,3,8,8,3,3,2,6,4,6,5,8,5,2
262:5,7,7,5,8,5,7,4,6,2,7,8,1,2,9,4,7,2,7,1,9,3,2,9,8,6,8,7,3,3
263:2,2,7,7,2,2,9,6,5,6,5,5,8,6,1,3,1,5,5,7,8,3,5,6,9,5,2,2,3,5
264:5,7,9,3,6,8,3,4,4,6,3,5,8,2,5,7,3,7,9,7,7,2,1,4,6,1,7,5,1,6
265:8,8,1,1,8,3,8,4,6,6,1,4,2,3,3,9,8,2,7,1,2,6,9,9,3,5,3,5,7,9
266:6,1,8,9,1,7,1,4,4,7,7,1,5,8,4,3,7,2,2,3,3,4,9,9,9,1,8,7,8,1
267:6,6,6,8,3,2,9,7,9,8,4,1,5,9,4,4,2,3,8,2,5,4,9,5,8,9,9,7,8,3
268:2,3,5,9,2,8,1,1,9,6,7,3,6,1,8,6,3,1,9,1,4,3,8,3,9,6,2,8,4,7
269:6,4,2,6,5,1,6,9,9,2,2,9,8,7,3,6,4,9,4,2,6,2,5,6,4,3,3,1,6,2
270:1,7,7,6,4,6,4,5,7,3,4,3,5,4,7,2,5,8,4,9,6,8,6,1,9,2,1,9,3,6
271:4,9,1,8,9,8,8,3,7,6,7,8,7,2,8,8,9,8,9,7,6,9,4,6,2,1,6,9,7,1
272:8,8,2,7,6,3,3,5,3,6,9,1,8,9,5,6,1,6,7,8,4,6,8,9,1,7,2,6,6,4
273:7,4,7,8,4,8,2,6,1,9,4,5,2,6,5,9,6,4,2,2,5,7,8,7,4,4,4,9,7,4
274:6,4,7,8,1,1,4,9,9,5,5,2,9,7,2,8,4,7,4,5,7,4,3,3,8,6,7,9,5,3
275:8,3,2,5,2,5,9,5,1,1,7,1,5,2,3,5,5,7,6,2,9,9,1,7,9,2,2,8,1,7
276:9,4,6,5,6,8,9,4,3,1,8,6,8,7,9,4,8,4,6,6,7,2,6,7,4,8,6,2,1,1
277:4,4,2,6,9,8,7,3,7,8,1,2,8,5,5,8,3,2,2,7,1,3,1,7,6,5,7,3,2,6
278:8,2,8,5,3,4,3,5,2,6,2,3,2,8,4,2,5,7,2,3,8,4,5,6,5,7,2,1,5,3
279:1,5,2,5,1,5,5,5,3,7,4,1,4,1,5,2,8,9,8,6,4,6,8,7,3,2,4,4,1,7
280:5,9,4,6,3,9,1,9,3,8,9,5,1,8,4,1,4,2,8,5,9,2,8,7,6,7,5,3,8,2
281:1,2,3,4,4,3,1,3,2,7,9,9,3,3,5,2,3,9,5,7,1,7,8,5,4,3,5,8,8,7
282:1,5,9,1,3,6,9,2,4,3,7,9,2,9,5,7,9,7,2,7,7,8,2,6,4,6,6,7,9,5
283:3,1,1,2,7,6,7,2,1,4,2,7,8,7,8,4,2,7,7,1,9,7,1,1,5,5,9,8,5,1
284:3,4,7,9,9,9,3,2,5,4,9,4,4,3,8,7,7,8,9,7,4,7,7,4,2,2,9,9,8,8
285:7,4,9,6,4,2,9,3,2,1,5,5,8,3,9,1,6,3,1,5,2,3,3,2,3,6,1,2,6,8
286:6,5,6,3,9,5,7,2,5,1,8,2,7,1,4,5,6,9,2,6,1,2,7,7,6,7,6,8,5,5
287:4,4,3,5,4,9,5,3,9,9,1,1,4,4,3,3,3,8,4,2,7,4,7,4,1,9,9,1,9,2
288:8,8,9,7,9,2,7,5,6,7,6,2,1,2,2,6,6,3,9,7,6,9,7,1,7,1,4,4,7,1
289:4,4,1,9,8,1,7,1,6,5,8,7,2,6,3,1,7,7,1,4,9,4,2,4,4,2,2,9,7,1
290:7,4,8,6,4,8,8,8,7,6,8,3,7,4,7,7,5,6,9,4,3,4,8,5,2,1,9,3,1,8
291:8,8,2,2,5,2,1,5,5,3,5,4,4,9,5,8,3,6,7,7,9,9,7,2,3,3,4,6,8,4
292:7,9,2,9,8,7,7,3,1,1,6,8,3,3,1,9,2,1,2,4,3,6,3,9,2,2,2,7,4,5
293:6,4,1,9,1,6,8,4,7,8,8,7,2,8,7,9,3,3,9,3,1,7,5,3,2,6,7,1,6,1
294:4,1,3,1,2,4,8,9,1,7,7,7,2,6,8,2,4,9,4,3,8,4,7,9,9,3,7,7,7,6
295:4,1,3,1,2,4,8,9,1,7,7,7,2,6,8,2,4,9,4,3,8,4,7,9,9,3,7,7,7,8
296:4,5,7,8,5,3,4,5,1,1,6,6,3,7,6,6,9,2,2,3,7,7,5,1,1,5,4,8,1,1
297:3,3,7,9,4,9,7,3,9,9,5,7,3,6,4,6,8,7,7,9,7,4,8,3,7,9,7,1,8,2
298:3,5,9,7,8,9,1,2,3,6,9,3,9,7,6,5,2,1,2,1,7,5,4,8,1,9,6,3,6,6
299:8,2,8,1,8,1,7,1,6,8,9,5,3,7,5,5,4,3,3,2,4,5,5,5,8,3,9,9,2,2
300:3,1,6,8,8,3,3,6,9,1,7,6,9,8,8,7,4,6,4,3,3,7,2,5,1,6,9,6,4,2
301:9,8,4,9,7,8,1,1,1,3,4,3,7,5,7,6,2,8,8,4,6,1,5,1,1,3,9,6,3,4
302:8,1,5,4,1,2,8,4,3,2,2,2,7,7,4,1,1,9,1,2,9,8,4,7,2,3,9,3,8,1
303:8,8,6,3,6,7,7,1,5,3,1,2,7,5,1,8,9,3,6,6,1,3,3,5,3,3,1,6,3,2
304:7,4,7,8,4,8,2,6,1,9,4,5,2,6,5,9,6,4,2,2,5,7,8,7,4,4,2,9,7,1
305:1,6,1,6,6,6,8,3,7,6,1,4,3,7,9,8,2,9,8,7,3,7,5,2,5,8,2,8,6,5
306:4,7,8,5,9,4,3,2,6,8,3,1,7,5,6,6,2,6,8,6,3,2,5,3,9,5,7,1,7,1
307:1,8,5,3,9,7,4,5,1,7,1,1,7,8,1,1,7,7,3,5,9,2,6,1,8,8,5,7,2,8
308:4,3,9,6,5,6,8,8,5,6,1,8,3,7,6,8,2,9,3,2,6,7,6,3,3,2,3,3,7,9
309:3,1,4,6,3,3,5,8,5,9,7,9,8,6,4,2,9,6,6,9,3,8,8,9,8,7,1,4,1,4
310:7,1,8,3,7,7,6,3,8,9,4,4,2,8,4,8,6,4,5,5,5,3,9,6,3,5,7,7,7,4
311:1,8,6,6,4,4,1,8,2,2,2,9,1,6,2,8,3,4,8,4,9,6,2,5,8,1,8,5,5,9
312:6,6,2,9,4,4,9,3,1,9,3,5,6,1,1,6,4,6,2,7,6,6,4,6,7,9,5,3,5,4
313:3,8,6,5,5,2,2,2,2,7,3,9,6,1,3,1,3,5,9,2,2,1,3,3,5,3,6,4,7,1
314:9,4,4,9,6,4,2,3,8,7,8,7,8,3,5,7,8,9,2,1,5,2,9,3,6,9,6,8,4,1
315:4,4,5,3,5,4,6,7,2,6,9,2,1,5,9,1,2,4,1,7,8,5,5,9,4,3,4,2,5,5
316:8,6,9,7,4,7,8,8,9,7,2,5,5,1,2,1,1,3,3,2,4,6,1,7,7,6,7,1,8,9
317:2,8,6,3,4,7,5,6,5,1,1,3,5,9,2,9,6,9,2,3,3,2,9,5,9,6,2,7,1,2
318:5,1,5,6,7,3,4,6,1,7,3,1,1,6,6,7,6,6,4,7,7,6,7,5,9,7,7,6,3,3
319:8,4,7,6,5,8,1,6,2,4,4,4,8,2,4,6,4,6,2,9,8,2,3,7,4,6,5,4,8,9
320:7,8,8,6,4,5,6,8,3,8,9,9,5,6,5,8,9,3,8,5,2,9,5,7,6,6,7,4,7,8
321:9,9,5,9,2,8,9,9,7,7,7,9,9,5,8,3,8,2,1,3,3,6,9,7,5,4,9,4,4,5
322:4,7,4,6,1,4,6,3,4,8,3,2,8,2,7,4,4,2,3,9,1,5,9,6,1,5,6,4,9,6
323:1,3,4,3,9,6,4,3,9,1,6,1,7,2,9,7,6,2,2,9,3,2,3,4,2,7,5,9,2,3
324:4,2,8,3,6,6,2,5,7,7,5,6,3,5,3,7,6,1,7,4,7,9,6,5,9,3,5,9,4,8
325:4,7,1,9,9,1,8,3,5,8,7,7,1,2,7,1,6,5,3,9,5,9,7,9,1,6,2,9,3,9
326:6,8,3,6,9,6,6,6,6,6,2,4,7,6,8,9,7,5,2,4,5,4,8,9,6,4,2,4,3,6
327:6,3,5,1,7,2,4,5,6,7,6,5,2,1,4,8,2,8,2,1,3,6,4,7,2,9,8,1,7,3
328:9,4,3,1,1,5,7,5,5,1,6,7,6,2,9,6,6,4,6,6,1,5,9,2,2,7,2,7,9,1
329:5,2,7,8,1,8,8,7,7,3,9,6,7,3,7,1,2,8,4,6,5,2,9,8,6,6,9,8,3,2
330:4,8,8,1,4,8,7,5,6,1,1,3,8,2,7,7,1,5,2,9,4,6,9,9,6,7,4,8,2,6
331:2,9,6,2,2,8,9,6,8,6,4,5,1,6,4,1,5,8,8,1,6,7,4,5,6,1,3,6,5,6
332:9,4,6,8,1,6,4,4,2,5,2,2,2,3,5,3,5,4,5,1,6,4,4,8,8,8,4,2,1,8
333:8,7,3,9,5,2,4,9,8,2,4,7,4,2,9,5,5,5,3,2,4,3,4,6,4,3,9,3,5,5
334:3,1,5,6,6,7,5,8,1,4,5,1,3,7,3,5,8,4,5,2,6,4,5,5,5,3,9,6,9,9
335:5,1,2,4,9,8,1,1,5,7,3,8,1,9,7,9,5,7,8,5,3,1,8,7,3,1,9,8,2,1
336:4,9,1,8,2,8,8,3,7,6,7,8,7,2,8,8,9,8,9,7,6,9,4,6,2,1,6,9,7,8
337:6,8,4,6,3,2,4,1,7,9,6,2,6,7,7,6,6,2,9,2,9,5,6,5,6,3,8,5,4,2
338:9,2,5,1,3,5,2,7,4,4,6,7,6,3,1,3,8,2,2,2,6,8,1,9,5,5,7,7,2,2
339:4,1,4,3,6,2,2,4,6,4,3,8,2,5,3,3,4,3,1,4,6,1,6,2,3,5,4,4,7,6
340:7,5,3,2,3,4,7,2,4,6,4,6,7,1,7,6,9,6,3,2,7,3,2,6,4,6,4,1,1,6
341:9,9,5,1,3,5,2,7,4,4,6,7,6,3,1,3,8,2,2,2,6,8,1,9,5,5,7,7,2,3
342:1,3,8,1,2,9,9,9,9,3,4,2,4,6,9,2,4,7,1,4,1,1,3,9,9,9,5,4,2,8
343:9,2,5,9,1,4,2,5,5,7,8,9,6,7,3,2,1,6,5,9,2,8,6,4,6,4,4,9,9,7
344:4,4,9,6,5,8,3,4,3,6,2,2,5,8,2,5,1,5,9,4,1,3,7,6,2,8,7,7,1,3
345:7,2,9,6,5,3,5,2,1,3,8,5,4,4,2,5,6,5,9,3,9,4,6,1,9,8,6,2,2,7
346:9,7,2,8,9,1,9,1,5,3,6,1,1,7,3,4,1,2,5,4,4,5,6,3,6,3,7,7,5,1
347:7,6,2,3,2,6,3,7,9,5,3,3,1,2,5,4,1,4,4,3,3,1,4,6,9,9,8,3,5,8
348:6,5,8,7,2,1,3,1,9,5,7,3,5,5,4,9,8,8,4,4,1,9,5,5,1,2,1,9,6,2
349:6,5,8,7,2,1,3,1,9,5,7,3,5,5,4,9,8,8,4,4,1,9,5,5,1,2,1,9,6,2
350:6,4,7,8,1,1,4,9,9,5,5,2,9,7,2,8,4,7,4,5,7,4,3,3,8,6,7,9,5,7
351:4,3,5,5,6,6,6,9,4,2,7,4,4,3,9,7,2,6,1,3,5,2,3,6,1,5,1,6,9,7
352:8,7,9,2,8,5,5,4,7,5,6,5,2,9,5,5,7,4,3,9,3,4,2,2,8,6,6,3,1,9
353:5,3,2,5,3,8,6,9,3,3,8,1,3,8,6,1,9,8,3,6,2,6,4,7,4,3,7,1,8,5
354:6,5,6,5,1,9,5,1,8,9,8,9,3,2,5,5,5,8,6,2,3,1,6,2,8,8,4,8,5,5
355:7,5,7,8,2,9,6,6,7,4,6,8,2,7,4,2,4,7,2,2,1,2,7,1,8,7,5,6,1,9
356:4,1,4,3,6,2,2,4,6,4,3,8,2,5,3,3,4,3,1,4,6,1,6,2,3,5,4,4,7,8
357:2,2,6,2,9,4,8,2,4,9,5,1,2,9,4,3,8,2,7,8,2,9,1,7,7,5,6,9,3,5
358:3,1,5,6,6,7,5,8,1,4,5,1,3,7,3,5,8,4,5,2,6,4,5,5,5,3,9,6,9,2
359:4,3,1,2,6,3,6,9,7,9,3,4,8,3,2,5,6,4,9,3,5,6,5,7,8,8,1,6,8,2
360:7,5,7,8,2,9,6,6,7,4,6,8,2,7,4,2,4,7,2,2,1,2,7,1,8,7,5,6,1,7
361:8,8,2,2,5,2,1,5,5,3,5,4,4,9,5,8,3,6,7,7,9,9,7,2,3,3,4,6,7,4
362:1,4,1,7,2,9,2,8,1,9,8,1,9,5,7,7,1,1,1,5,4,6,1,4,5,5,4,3,9,2
363:8,1,5,7,2,8,3,8,8,2,3,4,6,2,2,5,3,7,6,3,5,3,5,4,2,7,9,2,1,5
364:3,5,9,7,8,9,1,2,3,6,9,3,9,7,6,5,2,1,2,1,7,5,4,8,1,9,6,7,6,6
365:8,8,9,7,2,7,3,8,8,3,4,7,6,1,8,7,3,1,4,6,9,2,4,8,9,8,2,6,8,8
366:4,1,3,1,2,4,8,9,1,5,7,7,2,6,8,2,4,9,4,3,8,4,7,9,9,3,7,7,7,8
367:4,9,8,3,8,1,4,6,8,9,8,8,9,6,3,2,9,4,8,9,4,8,2,3,2,8,1,5,4,4
368:6,1,7,7,2,4,2,2,2,6,4,9,2,1,8,3,7,7,4,8,8,1,3,9,7,9,8,9,7,6
369:7,8,3,2,6,2,8,7,8,8,6,1,1,3,8,2,9,9,6,5,3,2,8,9,9,5,4,6,6,8
370:8,7,5,2,5,7,5,1,6,8,3,1,9,9,4,7,5,7,7,1,1,8,2,4,4,9,5,3,2,3
371:8,7,9,8,2,5,1,5,4,3,7,9,7,6,4,8,6,1,6,4,5,2,7,5,7,4,1,7,3,4
372:9,9,2,7,6,6,3,1,3,3,2,5,7,6,1,3,4,7,7,2,1,1,1,5,9,9,7,8,4,7
373:5,4,6,9,3,4,4,5,6,4,9,4,1,1,4,5,3,4,7,2,8,6,9,3,9,6,5,6,9,2
374:8,7,9,8,2,5,1,5,4,3,7,9,7,6,4,8,6,1,6,4,5,2,7,2,7,4,1,7,3,4
375:8,5,3,6,3,5,6,7,9,2,8,1,6,3,4,3,9,6,2,6,7,6,4,4,4,4,9,4,7,8
376:3,8,3,1,9,1,4,1,6,2,6,5,2,8,9,6,4,2,9,7,2,3,2,1,7,7,7,8,9,4
377:3,8,8,8,7,8,5,7,6,3,1,4,9,4,7,7,3,4,4,6,5,5,3,6,7,2,8,4,6,3
378:2,7,5,5,5,9,4,8,5,9,7,2,2,1,5,1,7,6,4,3,2,6,5,1,5,7,4,4,2,2
379:4,6,1,4,2,8,7,5,6,2,7,2,9,5,1,8,5,1,2,5,9,3,4,1,5,2,9,7,6,6
380:8,9,3,6,2,7,2,7,3,3,4,5,6,1,3,1,4,8,2,8,4,1,4,5,2,1,5,4,3,6
381:7,1,2,6,3,7,1,7,1,8,5,1,4,2,6,6,9,4,7,4,4,6,7,7,9,5,1,2,9,1
382:4,9,1,8,2,8,8,3,7,6,7,8,7,2,8,8,9,8,9,7,6,9,4,6,2,1,6,9,7,1
383:5,8,7,5,2,6,3,3,7,4,3,8,2,3,6,4,4,1,3,8,8,2,2,6,7,4,1,6,1,3
384:8,1,1,8,8,8,8,8,9,8,4,4,9,4,3,7,7,8,5,3,4,7,8,3,2,8,4,3,5,9
385:4,2,8,3,6,6,2,5,7,7,5,6,3,5,3,7,6,1,7,4,7,9,6,5,9,3,5,9,4,8
386:7,5,3,1,6,9,1,8,2,6,7,2,5,9,1,8,8,3,6,6,9,7,7,5,7,5,1,3,7,1
387:2,5,9,8,6,2,8,9,6,3,6,9,7,2,8,5,6,5,2,9,9,8,1,2,2,8,4,8,4,5
388:3,2,5,6,3,5,5,5,8,8,3,5,1,2,2,6,1,3,6,9,4,2,9,2,7,8,1,6,4,4
389:7,2,9,6,5,3,5,2,1,5,8,5,4,4,2,5,6,5,9,3,9,4,6,1,9,8,6,2,2,7
390:6,8,7,5,3,7,7,8,6,9,6,5,9,2,9,6,6,6,2,5,8,8,5,3,4,4,4,6,3,4
391:4,6,4,9,8,7,4,7,5,4,8,5,1,8,2,4,8,7,8,5,6,6,6,4,5,3,1,3,6,4
392:4,7,7,4,4,3,9,8,5,3,5,2,5,7,2,5,7,9,4,1,5,9,7,1,9,2,6,4,2,3
393:2,2,6,2,9,4,8,2,4,9,5,1,2,9,4,3,8,2,7,8,2,9,1,7,7,1,6,9,3,5
394:7,2,9,6,5,3,5,2,1,5,8,5,4,4,2,5,6,5,9,3,9,4,6,1,9,8,6,2,2,2
395:7,1,2,6,1,7,1,7,1,8,5,1,4,2,6,6,9,4,7,4,4,6,7,7,9,5,1,2,9,1
396:4,6,4,9,8,8,4,7,5,4,8,5,1,8,2,4,8,7,8,5,6,6,6,4,5,3,1,3,6,4
397:2,3,8,5,8,5,5,9,4,9,8,4,4,8,5,4,4,1,2,9,1,1,9,3,9,8,8,2,3,8
398:2,4,6,5,6,8,9,4,3,1,8,6,8,7,9,4,8,4,6,6,7,2,6,7,4,8,6,2,1,2
399:4,6,1,4,2,8,7,5,6,2,7,2,9,5,1,8,5,1,2,5,9,3,4,1,5,2,9,7,6,6
400:7,7,5,2,9,5,4,8,4,4,8,1,6,9,1,9,8,4,9,9,9,2,8,9,8,3,3,6,3,5
401:4,4,2,5,9,8,7,3,7,8,1,2,8,5,5,8,3,2,2,7,1,3,1,7,6,5,7,3,2,6
402:2,3,5,9,2,8,1,1,9,6,7,3,6,1,8,6,3,1,9,1,4,3,8,3,9,6,2,8,4,6
403:9,9,1,8,3,8,6,4,3,2,2,1,4,8,5,3,6,5,2,8,5,2,7,6,4,7,7,2,4,9
404:6,2,9,8,6,8,8,1,6,6,2,9,5,9,5,6,5,7,2,4,5,3,7,3,5,4,8,5,9,9
405:9,1,8,3,7,7,6,3,8,9,4,4,2,8,4,8,6,4,5,5,5,3,9,6,3,5,7,7,7,4
406:9,9,8,7,9,3,1,1,8,4,2,1,4,4,8,7,2,1,8,1,6,9,4,7,1,2,8,4,1,9
407:8,9,9,8,4,4,6,5,6,8,2,6,7,5,9,8,9,3,1,5,1,8,1,1,3,5,7,1,1,2
408:2,8,4,3,4,3,9,1,1,2,7,9,6,9,7,4,9,5,8,7,6,6,5,6,7,1,2,2,4,5
409:4,1,4,3,1,4,7,1,8,2,2,6,7,7,8,2,8,3,6,7,2,7,4,8,8,3,5,2,1,7
410:8,6,9,7,1,7,8,8,9,7,2,5,5,1,2,1,1,3,3,2,4,6,1,7,7,6,7,1,8,2
411:8,6,6,1,5,5,8,7,1,2,4,1,7,4,7,4,4,2,8,2,3,7,2,2,1,1,3,1,1,5
412:8,9,9,8,2,3,1,8,7,2,4,5,9,8,1,5,2,2,5,9,7,9,6,5,2,4,8,7,9,8
413:5,8,7,5,2,6,3,3,7,4,3,8,2,3,6,4,4,1,3,8,8,2,2,6,7,4,1,6,1,5
414:5,7,4,3,9,1,5,6,8,6,3,3,5,6,3,1,2,7,2,5,3,4,8,6,7,4,6,4,1,5
415:9,5,8,2,9,5,7,8,1,8,5,7,8,3,5,8,6,1,1,5,8,1,1,8,5,4,8,9,6,9
416:4,3,5,5,6,6,6,9,4,2,7,4,4,3,9,7,1,6,1,3,5,2,3,6,1,5,1,6,9,8
417:1,4,3,7,6,7,8,8,9,8,3,3,9,8,5,9,7,4,7,4,8,7,8,4,3,4,1,7,7,8
418:1,3,4,3,9,6,4,3,9,1,6,1,7,2,9,7,6,2,3,9,3,2,3,4,2,7,5,9,2,3
419:2,5,8,2,6,1,7,2,5,1,4,5,7,1,1,1,4,5,3,2,4,4,4,3,1,5,3,9,9,9
420:4,6,1,1,9,9,3,4,2,6,3,8,8,3,9,6,7,4,6,5,5,1,3,6,9,3,7,2,2,9
421:2,7,6,6,9,2,4,7,6,1,5,9,6,6,4,4,5,3,2,7,9,4,3,8,2,2,2,9,1,7
422:5,2,2,9,2,1,1,6,1,6,8,3,4,1,1,1,3,5,3,5,8,5,2,4,2,9,2,1,8,8
423:7,7,7,6,1,7,4,1,9,7,5,8,2,2,3,4,8,1,7,1,1,9,7,7,4,8,5,8,2,1
424:1,9,4,2,6,4,4,8,6,5,4,2,2,6,4,1,1,5,2,2,4,6,4,9,6,9,6,5,3,8
425:1,4,3,7,6,7,8,8,9,8,3,3,9,8,5,9,7,4,7,4,8,7,8,4,3,4,1,7,7,3
426:4,6,1,4,2,8,7,5,6,2,7,2,9,5,1,8,5,1,2,5,9,3,4,1,5,2,9,7,6,4
427:4,4,2,5,9,8,7,3,7,8,1,2,8,5,5,8,3,2,2,7,1,3,1,7,6,5,7,3,2,9
428:7,5,2,4,9,2,8,7,1,6,4,7,9,4,3,1,2,6,2,9,6,5,7,5,3,8,2,2,3,9
429:6,9,2,2,9,8,6,1,6,6,7,6,7,4,3,6,7,3,4,6,9,3,6,7,3,2,9,1,8,5
430:4,4,5,3,5,4,6,7,2,6,9,2,1,5,9,1,2,4,1,7,8,5,5,9,4,3,6,2,5,5
431:9,3,7,3,5,9,8,4,4,9,3,8,4,3,4,1,2,1,7,7,1,3,1,2,4,7,1,1,3,3
432:3,2,4,8,4,5,7,2,5,8,2,2,8,3,2,2,4,1,3,6,2,7,9,9,3,2,6,4,1,7
433:3,9,2,1,5,7,4,5,9,4,6,5,7,6,3,8,7,6,9,9,3,3,7,2,3,4,3,6,7,4
434:3,1,4,6,3,3,5,8,5,9,7,9,8,6,4,2,9,6,6,9,3,8,8,9,8,7,1,4,1,9
435:6,6,2,1,7,8,5,4,3,7,6,3,1,5,3,3,8,3,3,2,5,3,3,6,8,5,6,5,5,1
436:4,1,7,6,1,5,8,2,5,3,9,3,8,9,3,4,6,3,6,8,9,1,2,7,1,6,9,2,3,4
437:1,4,5,4,7,3,1,6,2,1,9,8,4,6,8,8,1,5,4,1,9,7,2,4,6,1,5,1,1,3
438:6,3,5,2,8,2,1,9,3,8,4,8,7,1,1,3,9,9,7,3,8,4,1,7,9,2,1,5,6,3
439:3,6,2,1,7,9,8,4,4,2,4,7,3,9,4,4,4,3,7,4,5,6,8,9,1,4,5,6,6,2
440:2,7,6,6,9,2,4,7,6,1,5,9,6,6,4,4,5,3,2,7,9,4,3,8,2,2,2,9,1,3
441:5,7,9,3,6,8,7,4,4,6,3,5,8,2,5,7,3,7,9,7,7,2,1,4,6,1,7,5,1,6
442:4,5,3,6,1,2,1,4,2,7,1,7,9,1,5,2,1,8,9,8,8,3,4,6,1,9,4,2,2,8
443:2,6,2,5,9,6,8,8,2,8,3,3,4,2,3,6,2,6,7,1,1,4,2,1,7,9,2,5,1,8
444:3,3,6,9,5,1,1,2,8,6,2,4,9,8,3,6,4,7,9,2,7,8,8,3,1,7,6,8,4,2
445:1,3,7,7,3,9,7,7,9,9,7,7,8,4,1,7,6,8,5,3,7,5,3,5,4,7,6,9,6,5
446:8,5,6,7,7,3,7,6,2,3,8,5,5,5,3,8,3,9,3,1,1,3,9,7,2,5,2,4,6,8
447:7,8,8,6,4,5,6,8,3,8,9,9,5,6,5,8,9,3,8,5,2,9,5,7,6,6,7,4,7,7
448:1,2,7,8,5,3,4,6,4,8,9,7,8,1,4,7,2,7,8,8,9,1,6,2,4,2,3,5,5,4
449:4,5,3,6,1,2,1,4,2,7,1,7,9,1,5,2,1,8,9,8,8,3,4,6,1,9,4,2,2,3
450:5,7,4,3,9,1,5,6,8,6,3,3,5,6,3,1,2,7,2,5,3,4,8,6,7,4,6,4,1,5
